task_name,structure_id,kind,op,operation_type,frequency,reference_learnability,formal_utility,n_components,composition_depth,target_length,input_length,output_entropy,positionwise_entropy_mean,positionwise_entropy_min,positionwise_entropy_max,random_baseline_token_accuracy,copy_fraction,control_type,control_for,components
C02_copy_then_substitute_06_04,C02_copy_then_substitute_06_04,composite,copy_then_substitute,copy_then_substitute,0.0225815364361807,3.0,0.0,2,2,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,0.0283203125,nan,nan,"A06_copy,A04_reverse"
C03_reverse_then_substitute_07_02,C03_reverse_then_substitute_07_02,composite,reverse_then_substitute,reverse_then_substitute,0.0206098816944667,3.0,0.0,2,2,6,6,4.9900499967709395,4.9900499967709395,4.98872949146458,4.992950045792567,0.038248697916666664,0.030924479166666668,nan,nan,"A07_reverse,A02_substitute"
C04_substitute_then_reverse_03_06,C04_substitute_then_reverse_03_06,composite,substitute_then_reverse,substitute_then_reverse,0.0516770010672922,3.0,0.0,2,2,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,1.0,nan,nan,"A03_copy,A06_copy"
C05_copy_then_substitute_06_07,C05_copy_then_substitute_06_07,composite,copy_then_substitute,copy_then_substitute,0.0426733752056038,3.0,0.0,2,2,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,0.0283203125,nan,nan,"A06_copy,A07_reverse"
C06_reverse_then_substitute_05_07,C06_reverse_then_substitute_05_07,composite,reverse_then_substitute,reverse_then_substitute,0.1352490775505666,3.0,0.0,2,2,6,6,4.9900499967709395,4.9900499967709395,4.98872949146458,4.992950045792567,0.038248697916666664,0.030924479166666668,nan,nan,"A05_substitute,A07_reverse"
C07_substitute_then_reverse_01_04,C07_substitute_then_reverse_01_04,composite,substitute_then_reverse,substitute_then_reverse,0.0249583463503928,3.0,0.0,2,2,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,1.0,nan,nan,"A01_reverse,A04_reverse"
K00_shortcut_for_A02_substitute,K00_shortcut_for_A02_substitute,shortcut,shortcut_identity,shortcut_identity,0.0175299779461095,1.0,0.0,1,2,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,1.0,shortcut_no_reuse,A02_substitute,A02_substitute
K01_shortcut_for_A05_substitute,K01_shortcut_for_A05_substitute,shortcut,shortcut_identity,shortcut_identity,0.015236661713767,1.0,0.0,1,2,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,1.0,shortcut_no_reuse,A05_substitute,A05_substitute
K02_shortcut_for_A03_copy,K02_shortcut_for_A03_copy,shortcut,shortcut_identity,shortcut_identity,0.0278779716606898,1.0,0.0,1,2,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,1.0,shortcut_no_reuse,A03_copy,A03_copy
S00_surface_rotate,S00_surface_rotate,surface_control,surface_rotate,surface_rotate,0.088356497064568,2.0,0.0,0,1,6,6,4.9900499967709395,4.9900499967709395,4.98872949146458,4.992950045792567,0.038248697916666664,0.03369140625,surface_overlap_no_dependency,nan,
S01_surface_rotate,S01_surface_rotate,surface_control,surface_rotate,surface_rotate,0.0134641728018988,2.0,0.0,0,1,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,0.0302734375,surface_overlap_no_dependency,nan,
S02_surface_rotate,S02_surface_rotate,surface_control,surface_rotate,surface_rotate,0.0142969842826973,2.0,0.0,0,1,6,6,4.9900499967709395,4.9900499967709395,4.98872949146458,4.992950045792567,0.038248697916666664,0.0302734375,surface_overlap_no_dependency,nan,
U00_unrelated_substitute,U00_unrelated_substitute,unrelated,substitute,substitute,0.0099539167317642,1.5,0.0,0,1,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,0.0,unrelated_matched,nan,
U01_unrelated_substitute,U01_unrelated_substitute,unrelated,substitute,substitute,0.0120540867248666,1.5,0.0,0,1,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,0.0,unrelated_matched,nan,
U02_unrelated_substitute,U02_unrelated_substitute,unrelated,substitute,substitute,0.0109061632033235,1.5,0.0,0,1,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,0.0,unrelated_matched,nan,
