condition,seed,data_seen,task_i,task_j,grad_cosine_mean
baseline,0,0,AB_and,A_shortcut_bit6,0.06151431972951449
baseline,0,0,AB_and,surface_control_78,0.5770444194799437
baseline,0,0,AB_and,U_unrelated_xor910,0.5645595377646383
baseline,0,0,AC_xor,A_bit0,-0.32660787179149436
baseline,0,0,AC_xor,B_bit1,0.1194889423588346
baseline,0,0,AC_xor,C_xor23,-0.237713848384128
baseline,0,0,AC_xor,D_eq45,0.2278800118036876
baseline,0,0,AC_xor,AB_and,-0.34174212013637534
baseline,0,0,AC_xor,AC_xor,1.000001583870402
baseline,0,0,AC_xor,A_shortcut_bit6,-0.0634197916805686
baseline,0,0,AC_xor,surface_control_78,-0.16076618752201627
baseline,0,0,AC_xor,U_unrelated_xor910,-0.36150678945736964
baseline,0,0,A_shortcut_bit6,A_bit0,0.03200287782393239
baseline,0,0,A_shortcut_bit6,B_bit1,-0.14949348318029188
baseline,0,0,A_shortcut_bit6,C_xor23,0.13042621651117334
baseline,0,0,A_shortcut_bit6,D_eq45,0.05423813579952482
baseline,0,0,A_shortcut_bit6,AB_and,0.06151431972951449
baseline,0,0,A_shortcut_bit6,AC_xor,-0.0634197916805686
baseline,0,0,A_shortcut_bit6,A_shortcut_bit6,1.0000016284502655
baseline,0,0,A_shortcut_bit6,surface_control_78,0.2872110812146241
baseline,0,0,A_shortcut_bit6,U_unrelated_xor910,0.13901877096438273
baseline,0,0,surface_control_78,A_bit0,0.02339250809462358
baseline,0,0,surface_control_78,B_bit1,-0.06371888730789557
baseline,0,0,surface_control_78,C_xor23,0.5357220045526567
baseline,0,0,surface_control_78,D_eq45,-0.4609082917340781
baseline,0,0,surface_control_78,AB_and,0.5770444194799437
baseline,0,0,surface_control_78,AC_xor,-0.16076618752201627
baseline,0,0,surface_control_78,A_shortcut_bit6,0.2872110812146241
baseline,0,0,surface_control_78,surface_control_78,1.000000854287422
baseline,0,0,surface_control_78,U_unrelated_xor910,0.49776576311711257
baseline,0,0,U_unrelated_xor910,A_bit0,0.21579442328013926
baseline,0,0,U_unrelated_xor910,B_bit1,-0.10804424497368602
baseline,0,0,U_unrelated_xor910,C_xor23,0.5284345379310067
baseline,0,0,U_unrelated_xor910,D_eq45,-0.429832336807677
baseline,0,0,U_unrelated_xor910,AB_and,0.5645595377646383
baseline,0,0,U_unrelated_xor910,AC_xor,-0.36150678945736964
baseline,0,0,U_unrelated_xor910,A_shortcut_bit6,0.13901877096438273
baseline,0,0,U_unrelated_xor910,surface_control_78,0.49776576311711257
baseline,0,0,U_unrelated_xor910,U_unrelated_xor910,1.000000821618596
baseline,0,10240,A_bit0,A_bit0,1.000000818304489
baseline,0,10240,A_bit0,B_bit1,-0.18285422721395264
baseline,0,10240,A_bit0,C_xor23,-0.3424163713098349
baseline,0,10240,A_bit0,D_eq45,-0.5469956576942502
baseline,0,10240,A_bit0,AB_and,0.4870642174151195
baseline,0,10240,A_bit0,AC_xor,-0.2548103087856248
baseline,0,10240,A_bit0,A_shortcut_bit6,-0.1161988411310179
baseline,0,10240,A_bit0,surface_control_78,-0.26320554001853474
baseline,0,10240,A_bit0,U_unrelated_xor910,-0.40868351374611445
baseline,0,10240,B_bit1,A_bit0,-0.18285422721395264
baseline,0,10240,B_bit1,B_bit1,1.0000008870074386
baseline,0,10240,B_bit1,C_xor23,-0.4066599523186293
baseline,0,10240,B_bit1,D_eq45,-0.356708200577264
baseline,0,10240,B_bit1,AB_and,0.5403645010379825
baseline,0,10240,B_bit1,AC_xor,-0.40595374473009194
baseline,0,10240,B_bit1,A_shortcut_bit6,-0.21384329944167152
baseline,0,10240,B_bit1,surface_control_78,-0.38909733748926734
baseline,0,10240,B_bit1,U_unrelated_xor910,-0.48944799577158443
baseline,0,10240,C_xor23,A_bit0,-0.3424163713098349
baseline,0,10240,C_xor23,B_bit1,-0.4066599523186293
baseline,0,10240,C_xor23,C_xor23,1.0000011367053336
baseline,0,10240,C_xor23,D_eq45,0.7815394334905071
baseline,0,10240,C_xor23,AB_and,-0.7357463908379466
baseline,0,10240,C_xor23,AC_xor,0.8743765505834865
baseline,0,10240,C_xor23,A_shortcut_bit6,0.4474777393393025
baseline,0,10240,C_xor23,surface_control_78,0.8344006333286887
baseline,0,10240,C_xor23,U_unrelated_xor910,0.8486814070817181
baseline,0,10240,D_eq45,A_bit0,-0.5469956576942502
baseline,0,10240,D_eq45,B_bit1,-0.356708200577264
baseline,0,10240,D_eq45,C_xor23,0.7815394334905071
baseline,0,10240,D_eq45,D_eq45,1.000001196494977
baseline,0,10240,D_eq45,AB_and,-0.785023781963153
baseline,0,10240,D_eq45,AC_xor,0.7207289058170204
baseline,0,10240,D_eq45,A_shortcut_bit6,0.32399753831277134
baseline,0,10240,D_eq45,surface_control_78,0.6884169947729329
baseline,0,10240,D_eq45,U_unrelated_xor910,0.7979033992487791
baseline,0,10240,AB_and,A_bit0,0.4870642174151195
baseline,0,10240,AB_and,B_bit1,0.5403645010379825
baseline,0,10240,AB_and,C_xor23,-0.7357463908379466
baseline,0,10240,AB_and,D_eq45,-0.785023781963153
baseline,0,10240,AB_and,AB_and,1.00000081245219
baseline,0,10240,AB_and,AC_xor,-0.6879725584788512
baseline,0,10240,AB_and,A_shortcut_bit6,-0.40172332995288806
baseline,0,10240,AB_and,surface_control_78,-0.6957221824581229
baseline,0,10240,AB_and,U_unrelated_xor910,-0.834522782536569
baseline,0,10240,AC_xor,A_bit0,-0.2548103087856248
baseline,0,10240,AC_xor,B_bit1,-0.40595374473009194
baseline,0,10240,AC_xor,C_xor23,0.8743765505834865
baseline,0,10240,AC_xor,D_eq45,0.7207289058170204
baseline,0,10240,AC_xor,AB_and,-0.6879725584788512
baseline,0,10240,AC_xor,AC_xor,1.0000010918122448
baseline,0,10240,AC_xor,A_shortcut_bit6,0.5072842359118395
baseline,0,10240,AC_xor,surface_control_78,0.8985754420702909
baseline,0,10240,AC_xor,U_unrelated_xor910,0.8303274280369004
baseline,0,10240,A_shortcut_bit6,A_bit0,-0.1161988411310179
baseline,0,10240,A_shortcut_bit6,B_bit1,-0.21384329944167152
baseline,0,10240,A_shortcut_bit6,C_xor23,0.4474777393393025
baseline,0,10240,A_shortcut_bit6,D_eq45,0.32399753831277134
baseline,0,10240,A_shortcut_bit6,AB_and,-0.40172332995288806
baseline,0,10240,A_shortcut_bit6,AC_xor,0.5072842359118395
baseline,0,10240,A_shortcut_bit6,A_shortcut_bit6,1.000001500642412
baseline,0,10240,A_shortcut_bit6,surface_control_78,0.4959760504188959
baseline,0,10240,A_shortcut_bit6,U_unrelated_xor910,0.39229233677310277
baseline,0,10240,surface_control_78,A_bit0,-0.26320554001853474
baseline,0,10240,surface_control_78,B_bit1,-0.38909733748926734
baseline,0,10240,surface_control_78,C_xor23,0.8344006333286887
baseline,0,10240,surface_control_78,D_eq45,0.6884169947729329
baseline,0,10240,surface_control_78,AB_and,-0.6957221824581229
baseline,0,10240,surface_control_78,AC_xor,0.8985754420702909
baseline,0,10240,surface_control_78,A_shortcut_bit6,0.4959760504188959
baseline,0,10240,surface_control_78,surface_control_78,1.0000004488401852
baseline,0,10240,surface_control_78,U_unrelated_xor910,0.8016685480499451
baseline,0,10240,U_unrelated_xor910,A_bit0,-0.40868351374611445
baseline,0,10240,U_unrelated_xor910,B_bit1,-0.48944799577158443
baseline,0,10240,U_unrelated_xor910,C_xor23,0.8486814070817181
baseline,0,10240,U_unrelated_xor910,D_eq45,0.7979033992487791
baseline,0,10240,U_unrelated_xor910,AB_and,-0.834522782536569
baseline,0,10240,U_unrelated_xor910,AC_xor,0.8303274280369004
baseline,0,10240,U_unrelated_xor910,A_shortcut_bit6,0.39229233677310277
baseline,0,10240,U_unrelated_xor910,surface_control_78,0.8016685480499451
baseline,0,10240,U_unrelated_xor910,U_unrelated_xor910,1.0000010380261186
baseline,0,20480,A_bit0,A_bit0,1.0000012477926954
baseline,0,20480,A_bit0,B_bit1,0.152202523823389
baseline,0,20480,A_bit0,C_xor23,-0.20883680699743787
baseline,0,20480,A_bit0,D_eq45,0.07571061008636307
baseline,0,20480,A_bit0,AB_and,0.6219600721621006
baseline,0,20480,A_bit0,AC_xor,-0.22071686168034058
baseline,0,20480,A_bit0,A_shortcut_bit6,0.10492174486273315
baseline,0,20480,A_bit0,surface_control_78,-0.2241065552876926
baseline,0,20480,A_bit0,U_unrelated_xor910,-0.37332724918846993
baseline,0,20480,B_bit1,A_bit0,0.152202523823389
baseline,0,20480,B_bit1,B_bit1,1.0000021692954892
baseline,0,20480,B_bit1,C_xor23,-0.3892583369529526
baseline,0,20480,B_bit1,D_eq45,-0.0894923500227423
baseline,0,20480,B_bit1,AB_and,0.4733156332913348
baseline,0,20480,B_bit1,AC_xor,-0.5307806979486069
baseline,0,20480,B_bit1,A_shortcut_bit6,0.1362581898989369
baseline,0,20480,B_bit1,surface_control_78,-0.12301445096409129
baseline,0,20480,B_bit1,U_unrelated_xor910,-0.41313855753163853
baseline,0,20480,C_xor23,A_bit0,-0.20883680699743787
baseline,0,20480,C_xor23,B_bit1,-0.3892583369529526
baseline,0,20480,C_xor23,C_xor23,1.0000024029221315
baseline,0,20480,C_xor23,D_eq45,0.3411088934516538
baseline,0,20480,C_xor23,AB_and,-0.34243309483413936
baseline,0,20480,C_xor23,AC_xor,0.5324012794862663
baseline,0,20480,C_xor23,A_shortcut_bit6,-0.0011568304161178769
baseline,0,20480,C_xor23,surface_control_78,0.43990536165636196
baseline,0,20480,C_xor23,U_unrelated_xor910,0.5525203047498312
baseline,0,20480,D_eq45,A_bit0,0.07571061008636307
baseline,0,20480,D_eq45,B_bit1,-0.0894923500227423
baseline,0,20480,D_eq45,C_xor23,0.3411088934516538
baseline,0,20480,D_eq45,D_eq45,1.0000028192295967
baseline,0,20480,D_eq45,AB_and,0.11977886448858889
baseline,0,20480,D_eq45,AC_xor,0.32775930351026045
baseline,0,20480,D_eq45,A_shortcut_bit6,0.2112199443382259
baseline,0,20480,D_eq45,surface_control_78,0.4416041602145178
baseline,0,20480,D_eq45,U_unrelated_xor910,0.2810504892225369
baseline,0,20480,AB_and,A_bit0,0.6219600721621006
baseline,0,20480,AB_and,B_bit1,0.4733156332913348
baseline,0,20480,AB_and,C_xor23,-0.34243309483413936
baseline,0,20480,AB_and,D_eq45,0.11977886448858889
baseline,0,20480,AB_and,AB_and,1.0000011990316648
baseline,0,20480,AB_and,AC_xor,-0.3719972629141885
baseline,0,20480,AB_and,A_shortcut_bit6,0.054813809972561016
baseline,0,20480,AB_and,surface_control_78,-0.1184069721941658
baseline,0,20480,AB_and,U_unrelated_xor910,-0.4623858918027376
baseline,0,20480,AC_xor,A_bit0,-0.22071686168034058
baseline,0,20480,AC_xor,B_bit1,-0.5307806979486069
baseline,0,20480,AC_xor,C_xor23,0.5324012794862663
baseline,0,20480,AC_xor,D_eq45,0.32775930351026045
baseline,0,20480,AC_xor,AB_and,-0.3719972629141885
baseline,0,20480,AC_xor,AC_xor,1.0000020760730393
baseline,0,20480,AC_xor,A_shortcut_bit6,0.0388630668176421
baseline,0,20480,AC_xor,surface_control_78,0.39060403672788735
baseline,0,20480,AC_xor,U_unrelated_xor910,0.572210305794116
baseline,0,20480,A_shortcut_bit6,A_bit0,0.10492174486273315
baseline,0,20480,A_shortcut_bit6,B_bit1,0.1362581898989369
baseline,0,20480,A_shortcut_bit6,C_xor23,-0.0011568304161178769
baseline,0,20480,A_shortcut_bit6,D_eq45,0.2112199443382259
baseline,0,20480,A_shortcut_bit6,AB_and,0.054813809972561016
baseline,0,20480,A_shortcut_bit6,AC_xor,0.0388630668176421
baseline,0,20480,A_shortcut_bit6,A_shortcut_bit6,1.0000024870708972
baseline,0,20480,A_shortcut_bit6,surface_control_78,-0.039399104842420214
baseline,0,20480,A_shortcut_bit6,U_unrelated_xor910,-0.12263314685685499
baseline,0,20480,surface_control_78,A_bit0,-0.2241065552876926
baseline,0,20480,surface_control_78,B_bit1,-0.12301445096409129
baseline,0,20480,surface_control_78,C_xor23,0.43990536165636196
baseline,0,20480,surface_control_78,D_eq45,0.4416041602145178
baseline,0,20480,surface_control_78,AB_and,-0.1184069721941658
baseline,0,20480,surface_control_78,AC_xor,0.39060403672788735
baseline,0,20480,surface_control_78,A_shortcut_bit6,-0.039399104842420214
baseline,0,20480,surface_control_78,surface_control_78,1.000002708600952
baseline,0,20480,surface_control_78,U_unrelated_xor910,0.4922732302278994
baseline,0,20480,U_unrelated_xor910,A_bit0,-0.37332724918846993
baseline,0,20480,U_unrelated_xor910,B_bit1,-0.41313855753163853
baseline,0,20480,U_unrelated_xor910,C_xor23,0.5525203047498312
baseline,0,20480,U_unrelated_xor910,D_eq45,0.2810504892225369
baseline,0,20480,U_unrelated_xor910,AB_and,-0.4623858918027376
baseline,0,20480,U_unrelated_xor910,AC_xor,0.572210305794116
baseline,0,20480,U_unrelated_xor910,A_shortcut_bit6,-0.12263314685685499
baseline,0,20480,U_unrelated_xor910,surface_control_78,0.4922732302278994
baseline,0,20480,U_unrelated_xor910,U_unrelated_xor910,1.0000021596958513
baseline,0,30208,A_bit0,A_bit0,1.0000030530553936
baseline,0,30208,A_bit0,B_bit1,0.23216751702367022
baseline,0,30208,A_bit0,C_xor23,-0.14363735512462575
baseline,0,30208,A_bit0,D_eq45,-0.0926344346504737
baseline,0,30208,A_bit0,AB_and,0.5519102290492062
baseline,0,30208,A_bit0,AC_xor,0.04550844342784437
baseline,0,30208,A_bit0,A_shortcut_bit6,-0.0576691243681903
baseline,0,30208,A_bit0,surface_control_78,0.10088360489441378
baseline,0,30208,A_bit0,U_unrelated_xor910,0.018328663030511793
baseline,0,30208,B_bit1,A_bit0,0.23216751702367022
baseline,0,30208,B_bit1,B_bit1,1.0000021212341426
baseline,0,30208,B_bit1,C_xor23,0.21113450488158053
baseline,0,30208,B_bit1,D_eq45,0.10173515982272337
baseline,0,30208,B_bit1,AB_and,0.623227621866628
baseline,0,30208,B_bit1,AC_xor,-0.1930407189633763
baseline,0,30208,B_bit1,A_shortcut_bit6,0.31801610556601484
baseline,0,30208,B_bit1,surface_control_78,-0.20081153268755722
baseline,0,30208,B_bit1,U_unrelated_xor910,-0.09880920651777274
baseline,0,30208,C_xor23,A_bit0,-0.14363735512462575
baseline,0,30208,C_xor23,B_bit1,0.21113450488158053
baseline,0,30208,C_xor23,C_xor23,1.000004323851627
baseline,0,30208,C_xor23,D_eq45,-0.1041711005344786
baseline,0,30208,C_xor23,AB_and,0.03720203492743241
baseline,0,30208,C_xor23,AC_xor,-0.03432998501421807
baseline,0,30208,C_xor23,A_shortcut_bit6,-0.07229403111136727
baseline,0,30208,C_xor23,surface_control_78,0.07286862454605834
baseline,0,30208,C_xor23,U_unrelated_xor910,0.18713589885539042
baseline,0,30208,D_eq45,A_bit0,-0.0926344346504737
baseline,0,30208,D_eq45,B_bit1,0.10173515982272337
baseline,0,30208,D_eq45,C_xor23,-0.1041711005344786
baseline,0,30208,D_eq45,D_eq45,1.0000041491208138
baseline,0,30208,D_eq45,AB_and,0.09676480935713871
baseline,0,30208,D_eq45,AC_xor,-0.32189734211345766
baseline,0,30208,D_eq45,A_shortcut_bit6,0.17493137476130072
baseline,0,30208,D_eq45,surface_control_78,-0.5625814884325594
baseline,0,30208,D_eq45,U_unrelated_xor910,-0.5439043705067913
baseline,0,30208,AB_and,A_bit0,0.5519102290492062
baseline,0,30208,AB_and,B_bit1,0.623227621866628
baseline,0,30208,AB_and,C_xor23,0.03720203492743241
baseline,0,30208,AB_and,D_eq45,0.09676480935713871
baseline,0,30208,AB_and,AB_and,1.0000022516230187
baseline,0,30208,AB_and,AC_xor,-0.1654972141359822
baseline,0,30208,AB_and,A_shortcut_bit6,0.11738913306679823
baseline,0,30208,AB_and,surface_control_78,-0.17570046366874628
baseline,0,30208,AB_and,U_unrelated_xor910,-0.16516776146707918
baseline,0,30208,AC_xor,A_bit0,0.04550844342784437
baseline,0,30208,AC_xor,B_bit1,-0.1930407189633763
baseline,0,30208,AC_xor,C_xor23,-0.03432998501421807
baseline,0,30208,AC_xor,D_eq45,-0.32189734211345766
baseline,0,30208,AC_xor,AB_and,-0.1654972141359822
baseline,0,30208,AC_xor,AC_xor,1.0000033363004461
baseline,0,30208,AC_xor,A_shortcut_bit6,-0.26605682787497004
baseline,0,30208,AC_xor,surface_control_78,0.29530665708296217
baseline,0,30208,AC_xor,U_unrelated_xor910,0.29907436257802045
baseline,0,30208,A_shortcut_bit6,A_bit0,-0.0576691243681903
baseline,0,30208,A_shortcut_bit6,B_bit1,0.31801610556601484
baseline,0,30208,A_shortcut_bit6,C_xor23,-0.07229403111136727
baseline,0,30208,A_shortcut_bit6,D_eq45,0.17493137476130072
baseline,0,30208,A_shortcut_bit6,AB_and,0.11738913306679823
baseline,0,30208,A_shortcut_bit6,AC_xor,-0.26605682787497004
baseline,0,30208,A_shortcut_bit6,A_shortcut_bit6,1.000002751009779
baseline,0,30208,A_shortcut_bit6,surface_control_78,-0.2592308833272285
baseline,0,30208,A_shortcut_bit6,U_unrelated_xor910,-0.2389205298093904
baseline,0,30208,surface_control_78,A_bit0,0.10088360489441378
baseline,0,30208,surface_control_78,B_bit1,-0.20081153268755722
baseline,0,30208,surface_control_78,C_xor23,0.07286862454605834
baseline,0,30208,surface_control_78,D_eq45,-0.5625814884325594
baseline,0,30208,surface_control_78,AB_and,-0.17570046366874628
baseline,0,30208,surface_control_78,AC_xor,0.29530665708296217
baseline,0,30208,surface_control_78,A_shortcut_bit6,-0.2592308833272285
baseline,0,30208,surface_control_78,surface_control_78,1.000003201772826
baseline,0,30208,surface_control_78,U_unrelated_xor910,0.5918866625728066
baseline,0,30208,U_unrelated_xor910,A_bit0,0.018328663030511793
baseline,0,30208,U_unrelated_xor910,B_bit1,-0.09880920651777274
baseline,0,30208,U_unrelated_xor910,C_xor23,0.18713589885539042
baseline,0,30208,U_unrelated_xor910,D_eq45,-0.5439043705067913
baseline,0,30208,U_unrelated_xor910,AB_and,-0.16516776146707918
baseline,0,30208,U_unrelated_xor910,AC_xor,0.29907436257802045
baseline,0,30208,U_unrelated_xor910,A_shortcut_bit6,-0.2389205298093904
baseline,0,30208,U_unrelated_xor910,surface_control_78,0.5918866625728066
baseline,0,30208,U_unrelated_xor910,U_unrelated_xor910,1.0000031383229193
baseline,0,40448,A_bit0,A_bit0,1.0000033289688528
baseline,0,40448,A_bit0,B_bit1,0.32835875971953643
baseline,0,40448,A_bit0,C_xor23,-0.36373286763380275
baseline,0,40448,A_bit0,D_eq45,-0.3038951265895274
baseline,0,40448,A_bit0,AB_and,0.5679694710180981
baseline,0,40448,A_bit0,AC_xor,0.07525548236172223
baseline,0,40448,A_bit0,A_shortcut_bit6,0.36057523067293223
baseline,0,40448,A_bit0,surface_control_78,0.3651880820291528
baseline,0,40448,A_bit0,U_unrelated_xor910,0.32808498856353513
baseline,0,40448,B_bit1,A_bit0,0.32835875971953643
baseline,0,40448,B_bit1,B_bit1,1.0000069785569057
baseline,0,40448,B_bit1,C_xor23,-0.11027438768616522
baseline,0,40448,B_bit1,D_eq45,-0.028304953334497358
baseline,0,40448,B_bit1,AB_and,0.5653404703017234
baseline,0,40448,B_bit1,AC_xor,0.11891668750002632
baseline,0,40448,B_bit1,A_shortcut_bit6,0.44942760584900393
baseline,0,40448,B_bit1,surface_control_78,0.3989487309312739
baseline,0,40448,B_bit1,U_unrelated_xor910,0.35995161656392716
baseline,0,40448,C_xor23,A_bit0,-0.36373286763380275
baseline,0,40448,C_xor23,B_bit1,-0.11027438768616522
baseline,0,40448,C_xor23,C_xor23,1.000004473130055
baseline,0,40448,C_xor23,D_eq45,0.2904872409523348
baseline,0,40448,C_xor23,AB_and,-0.23145060060054815
baseline,0,40448,C_xor23,AC_xor,-0.05884793191131005
baseline,0,40448,C_xor23,A_shortcut_bit6,-0.24440735463569072
baseline,0,40448,C_xor23,surface_control_78,-0.15014382549250765
baseline,0,40448,C_xor23,U_unrelated_xor910,-0.2026137155630641
baseline,0,40448,D_eq45,A_bit0,-0.3038951265895274
baseline,0,40448,D_eq45,B_bit1,-0.028304953334497358
baseline,0,40448,D_eq45,C_xor23,0.2904872409523348
baseline,0,40448,D_eq45,D_eq45,1.0000045855622672
baseline,0,40448,D_eq45,AB_and,-0.24549360190136432
baseline,0,40448,D_eq45,AC_xor,-0.12374206551393707
baseline,0,40448,D_eq45,A_shortcut_bit6,-0.06951791811329823
baseline,0,40448,D_eq45,surface_control_78,-0.14585667320643092
baseline,0,40448,D_eq45,U_unrelated_xor910,-0.023088184754798624
baseline,0,40448,AB_and,A_bit0,0.5679694710180981
baseline,0,40448,AB_and,B_bit1,0.5653404703017234
baseline,0,40448,AB_and,C_xor23,-0.23145060060054815
baseline,0,40448,AB_and,D_eq45,-0.24549360190136432
baseline,0,40448,AB_and,AB_and,1.0000030527779915
baseline,0,40448,AB_and,AC_xor,0.0418302331470585
baseline,0,40448,AB_and,A_shortcut_bit6,0.32467921381680687
baseline,0,40448,AB_and,surface_control_78,0.38337236259972035
baseline,0,40448,AB_and,U_unrelated_xor910,0.27548329831178253
baseline,0,40448,AC_xor,A_bit0,0.07525548236172223
baseline,0,40448,AC_xor,B_bit1,0.11891668750002632
baseline,0,40448,AC_xor,C_xor23,-0.05884793191131005
baseline,0,40448,AC_xor,D_eq45,-0.12374206551393707
baseline,0,40448,AC_xor,AB_and,0.0418302331470585
baseline,0,40448,AC_xor,AC_xor,1.000002821672796
baseline,0,40448,AC_xor,A_shortcut_bit6,0.16969872496992147
baseline,0,40448,AC_xor,surface_control_78,0.07971127128262971
baseline,0,40448,AC_xor,U_unrelated_xor910,0.1790291330040299
baseline,0,40448,A_shortcut_bit6,A_bit0,0.36057523067293223
baseline,0,40448,A_shortcut_bit6,B_bit1,0.44942760584900393
baseline,0,40448,A_shortcut_bit6,C_xor23,-0.24440735463569072
baseline,0,40448,A_shortcut_bit6,D_eq45,-0.06951791811329823
baseline,0,40448,A_shortcut_bit6,AB_and,0.32467921381680687
baseline,0,40448,A_shortcut_bit6,AC_xor,0.16969872496992147
baseline,0,40448,A_shortcut_bit6,A_shortcut_bit6,1.0000031867659815
baseline,0,40448,A_shortcut_bit6,surface_control_78,0.3853538321987089
baseline,0,40448,A_shortcut_bit6,U_unrelated_xor910,0.4749732518924632
baseline,0,40448,surface_control_78,A_bit0,0.3651880820291528
baseline,0,40448,surface_control_78,B_bit1,0.3989487309312739
baseline,0,40448,surface_control_78,C_xor23,-0.15014382549250765
baseline,0,40448,surface_control_78,D_eq45,-0.14585667320643092
baseline,0,40448,surface_control_78,AB_and,0.38337236259972035
baseline,0,40448,surface_control_78,AC_xor,0.07971127128262971
baseline,0,40448,surface_control_78,A_shortcut_bit6,0.3853538321987089
baseline,0,40448,surface_control_78,surface_control_78,1.0000046824566524
baseline,0,40448,surface_control_78,U_unrelated_xor910,0.39405311214974525
baseline,0,40448,U_unrelated_xor910,A_bit0,0.32808498856353513
baseline,0,40448,U_unrelated_xor910,B_bit1,0.35995161656392716
baseline,0,40448,U_unrelated_xor910,C_xor23,-0.2026137155630641
baseline,0,40448,U_unrelated_xor910,D_eq45,-0.023088184754798624
baseline,0,40448,U_unrelated_xor910,AB_and,0.27548329831178253
baseline,0,40448,U_unrelated_xor910,AC_xor,0.1790291330040299
baseline,0,40448,U_unrelated_xor910,A_shortcut_bit6,0.4749732518924632
baseline,0,40448,U_unrelated_xor910,surface_control_78,0.39405311214974525
baseline,0,40448,U_unrelated_xor910,U_unrelated_xor910,1.000005161713012
baseline,0,50176,A_bit0,A_bit0,1.0000041167188556
baseline,0,50176,A_bit0,B_bit1,-0.1506983194095247
baseline,0,50176,A_bit0,C_xor23,-0.11503139220272483
baseline,0,50176,A_bit0,D_eq45,0.37538207129385487
baseline,0,50176,A_bit0,AB_and,0.38294645669240646
baseline,0,50176,A_bit0,AC_xor,0.30560925221352164
baseline,0,50176,A_bit0,A_shortcut_bit6,0.09335047943949958
baseline,0,50176,A_bit0,surface_control_78,-0.2684369655742082
baseline,0,50176,A_bit0,U_unrelated_xor910,-0.20913392383135498
baseline,0,50176,B_bit1,A_bit0,-0.1506983194095247
baseline,0,50176,B_bit1,B_bit1,1.0000052287601378
baseline,0,50176,B_bit1,C_xor23,0.06186798813592792
baseline,0,50176,B_bit1,D_eq45,-0.10801731832863155
baseline,0,50176,B_bit1,AB_and,0.349937405210671
baseline,0,50176,B_bit1,AC_xor,-0.18290492654448706
baseline,0,50176,B_bit1,A_shortcut_bit6,0.10871839726956184
baseline,0,50176,B_bit1,surface_control_78,0.05312909716334017
baseline,0,50176,B_bit1,U_unrelated_xor910,0.04506611360178416
baseline,0,50176,C_xor23,A_bit0,-0.11503139220272483
baseline,0,50176,C_xor23,B_bit1,0.06186798813592792
baseline,0,50176,C_xor23,C_xor23,1.0000046150424462
baseline,0,50176,C_xor23,D_eq45,-0.0347150951106337
baseline,0,50176,C_xor23,AB_and,0.03840756386972223
baseline,0,50176,C_xor23,AC_xor,0.13373943429143317
baseline,0,50176,C_xor23,A_shortcut_bit6,0.042403908443960484
baseline,0,50176,C_xor23,surface_control_78,0.02054693918880368
