condition,seed,data_seen,task_name,kind,grad_mean_norm,grad_noise_rms,grad_snr,within_task_grad_alignment
baseline,0,20480,K02_shortcut_for_07_bit11,shortcut,0.30010858178138733,0.24269706010818481,1.236556312822142,0.4877782507323578
baseline,0,20480,K03_shortcut_for_07_bit23,shortcut,0.5938184261322021,0.19928328692913055,2.979770332373116,0.907921263901014
baseline,0,20480,S00_surface_xor_12_45,surface_control,0.16226691007614136,0.2981908321380615,0.54417135802642,-0.034262414595424014
baseline,0,20480,S01_surface_xor_25_7,surface_control,0.19033215939998627,0.2501787543296814,0.7607846633867597,0.18813428295741175
baseline,0,20480,S02_surface_xor_35_38,surface_control,0.35322290658950806,0.2871526777744293,1.2300874549592382,0.37376669081511077
baseline,0,20480,S03_surface_xor_28_44,surface_control,0.1901261955499649,0.23420678079128265,0.8117877497261161,0.22021751167769663
baseline,0,20480,U00_xor2_35_7,unrelated,0.4130123555660248,0.21388860046863556,1.9309694610146255,0.7706392635548944
baseline,0,20480,U01_eq2_3_23,unrelated,0.1677529215812683,0.31226977705955505,0.5372051152703703,0.006957476296162002
baseline,0,20480,U02_and_bits_10_16,unrelated,0.45363399386405945,0.22960121929645538,1.9757473207333571,0.7459887664355623
baseline,0,20480,U03_xor2_36_26,unrelated,0.1851719617843628,0.22520284354686737,0.822245220651506,0.2196354646582048
baseline,0,40448,A00_not_bit_26,atomic,0.35968491435050964,0.16888175904750824,2.1298032207681863,0.7654362094374502
baseline,0,40448,A01_xor2_40_1,atomic,0.21364270150661469,0.2076667696237564,1.0287765437515906,0.36579719451495424
baseline,0,40448,A02_bit_1,atomic,0.25735726952552795,0.20013271272182465,1.2859330492459615,0.5034877849130174
baseline,0,40448,A03_and_bits_23_25,atomic,0.6656537055969238,0.24871471524238586,2.6763744354471832,0.8638147523067518
baseline,0,40448,A04_not_bit_0,atomic,0.3488854765892029,0.220638245344162,1.5812556705362368,0.621031610592247
baseline,0,40448,A05_and_bits_5_25,atomic,0.3344705104827881,0.26403215527534485,1.2667794577244584,0.49331973243918603
baseline,0,40448,A06_and_bits_18_35,atomic,0.5184186100959778,0.27077025175094604,1.9146069656533158,0.7458045824643582
baseline,0,40448,A07_and_bits_46_18,atomic,0.3727295994758606,0.26715782284736633,1.3951663309047657,0.5545373879307679
baseline,0,40448,A08_not_bit_40,atomic,0.31682494282722473,0.16838526725769043,1.8815478811485704,0.7077329514577776
baseline,0,40448,A09_xor2_42_32,atomic,0.2782540023326874,0.24399696290493011,1.1403994501356338,0.35380902822503163
baseline,0,40448,A10_xor2_25_39,atomic,0.1611657738685608,0.2621474266052246,0.6147906006746738,0.06319728216294525
baseline,0,40448,A11_xor2_14_34,atomic,0.14884163439273834,0.19220975041389465,0.7743708842629263,0.16580234006615654
baseline,0,40448,C00_or_04_01,composite,0.35959887504577637,0.1541338413953781,2.33302999385459,0.8766984864372859
baseline,0,40448,C01_or_09_02,composite,0.4867304265499115,0.11961471289396286,4.0691518189516,0.9464786279259556
baseline,0,40448,C02_and_05_09,composite,0.18408210575580597,0.23452475666999817,0.784915453569981,0.18156454573995584
baseline,0,40448,C03_and_04_05,composite,0.26477643847465515,0.21372589468955994,1.2388598904124746,0.4903185487778447
baseline,0,40448,C04_or_09_04,composite,0.41871947050094604,0.10217203944921494,4.098180605516583,0.9367224560667328
baseline,0,40448,C05_or_04_07,composite,0.2827792763710022,0.15251971781253815,1.8540506134210915,0.7071211936606421
baseline,0,40448,C06_and_05_09,composite,0.21471984684467316,0.29542651772499084,0.7268130447376651,0.1666791884105305
baseline,0,40448,C07_and_09_00,composite,0.2870098352432251,0.3336733877658844,0.8601520102158701,0.24045399778480422
baseline,0,40448,K00_shortcut_for_10_bit39,shortcut,0.25669801235198975,0.1840532124042511,1.3946945505454598,0.5472957686925253
baseline,0,40448,K01_shortcut_for_09_bit45,shortcut,0.32296571135520935,0.29520973563194275,1.0940212072029285,0.3970514304276141
baseline,0,40448,K02_shortcut_for_07_bit11,shortcut,0.21282260119915009,0.14897705614566803,1.428559582957701,0.5662982153477206
baseline,0,40448,K03_shortcut_for_07_bit23,shortcut,0.352198988199234,0.24435117840766907,1.4413639847899287,0.573322669489757
baseline,0,40448,S00_surface_xor_12_45,surface_control,0.18609489500522614,0.3037158250808716,0.612727028481513,0.02356543059962163
baseline,0,40448,S01_surface_xor_25_7,surface_control,0.19203445315361023,0.18688075244426727,1.027577482650881,0.35340600956969476
baseline,0,40448,S02_surface_xor_35_38,surface_control,0.37755993008613586,0.3106890916824341,1.215233943491127,0.462444619529296
baseline,0,40448,S03_surface_xor_28_44,surface_control,0.15661759674549103,0.25632745027542114,0.6110059479645902,0.0832135327329704
baseline,0,40448,U00_xor2_35_7,unrelated,0.15181668102741241,0.1867854744195938,0.8127863341533695,0.1896582224176592
baseline,0,40448,U01_eq2_3_23,unrelated,0.1508266031742096,0.20084097981452942,0.7509752407737824,0.1406375938120512
baseline,0,40448,U02_and_bits_10_16,unrelated,0.3228447139263153,0.27363619208335876,1.1798319201386422,0.4519260674176599
baseline,0,40448,U03_xor2_36_26,unrelated,0.2807745933532715,0.21471191942691803,1.3076805149028146,0.4917126492837398
baseline,0,60416,A00_not_bit_26,atomic,0.6601773500442505,0.3746034801006317,1.7623364039894698,0.6748732203335376
baseline,0,60416,A01_xor2_40_1,atomic,0.3060482442378998,0.40679335594177246,0.7523432715084819,0.145622795262899
baseline,0,60416,A02_bit_1,atomic,0.5297545790672302,0.4819281995296478,1.0992396369068271,0.4413830549029664
baseline,0,60416,A03_and_bits_23_25,atomic,1.1652733087539673,0.45484471321105957,2.5619145939389845,0.8434332629455129
baseline,0,60416,A04_not_bit_0,atomic,0.5348459482192993,0.30681490898132324,1.7432202039768343,0.6712825418882425
baseline,0,60416,A05_and_bits_5_25,atomic,0.8816026449203491,0.4441269040107727,1.9850241833063553,0.7809360813888439
baseline,0,60416,A06_and_bits_18_35,atomic,0.720421314239502,0.48980289697647095,1.4708392267280497,0.6396627450750799
baseline,0,60416,A07_and_bits_46_18,atomic,1.2034164667129517,0.6286736130714417,1.9142150102843314,0.8191910576027737
baseline,0,60416,A08_not_bit_40,atomic,0.8291337490081787,0.4604833126068115,1.8005728466306936,0.7252395392791238
baseline,0,60416,A09_xor2_42_32,atomic,0.3943396806716919,0.327098548412323,1.2055684214575075,0.4667203624049531
baseline,0,60416,A10_xor2_25_39,atomic,0.405727744102478,0.40755122900009155,0.9955257529143444,0.31880271404779154
baseline,0,60416,A11_xor2_14_34,atomic,0.379276305437088,0.4477106034755707,0.8471461307637671,0.2549629929425126
baseline,0,60416,C00_or_04_01,composite,0.20504778623580933,0.2860254645347595,0.7168864722188881,0.1998141748310243
baseline,0,60416,C01_or_09_02,composite,0.16849735379219055,0.195449560880661,0.8621014702315487,0.2354840739627435
baseline,0,60416,C02_and_05_09,composite,0.6193594336509705,0.5634961724281311,1.0991368956083993,0.30898972322486423
baseline,0,60416,C03_and_04_05,composite,0.28088808059692383,0.33499154448509216,0.8384930462284712,0.2007863449805548
baseline,0,60416,C04_or_09_04,composite,0.1691475659608841,0.2842220962047577,0.5951246163438069,0.043399548520236704
baseline,0,60416,C05_or_04_07,composite,0.3961055278778076,0.3251645565032959,1.2181694466831428,0.46532595224313394
baseline,0,60416,C06_and_05_09,composite,0.3360700011253357,0.38687655329704285,0.8686750289217794,0.2508829405475715
baseline,0,60416,C07_and_09_00,composite,0.39874979853630066,0.4466722011566162,0.8927123682711446,0.24825247026205696
baseline,0,60416,K00_shortcut_for_10_bit39,shortcut,0.5326988697052002,0.29942554235458374,1.7790695660579017,0.6841683024507977
baseline,0,60416,K01_shortcut_for_09_bit45,shortcut,0.607492983341217,0.4680609107017517,1.2978930080470095,0.520177488243501
baseline,0,60416,K02_shortcut_for_07_bit11,shortcut,0.4999242126941681,0.38629305362701416,1.2941579145649782,0.507118213770357
baseline,0,60416,K03_shortcut_for_07_bit23,shortcut,0.5786559581756592,0.37046462297439575,1.561973592857989,0.6175472707544644
baseline,0,60416,S00_surface_xor_12_45,surface_control,0.34633323550224304,0.5164230465888977,0.6706386126436249,0.10189827369450548
baseline,0,60416,S01_surface_xor_25_7,surface_control,0.4262561798095703,0.46109551191329956,0.9244422658548788,0.2945272082979172
baseline,0,60416,S02_surface_xor_35_38,surface_control,0.47734975814819336,0.4171065390110016,1.1444312507756162,0.4236019459833766
baseline,0,60416,S03_surface_xor_28_44,surface_control,0.2799353003501892,0.46354618668556213,0.6038994783910804,0.027999464614025634
baseline,0,60416,U00_xor2_35_7,unrelated,0.2769535481929779,0.5169399976730347,0.5357556959011242,0.0071376109014748374
baseline,0,60416,U01_eq2_3_23,unrelated,0.4948584735393524,0.3544306457042694,1.396206788368005,0.5442024131924607
baseline,0,60416,U02_and_bits_10_16,unrelated,0.4442194700241089,0.34887778759002686,1.2732810337150116,0.49059917155653593
baseline,0,60416,U03_xor2_36_26,unrelated,0.3546295166015625,0.6885781288146973,0.515017108097085,-0.023436102696536305
baseline,0,80384,A00_not_bit_26,atomic,1.1003930568695068,0.5804658532142639,1.8957067858071397,0.710009266396908
baseline,0,80384,A01_xor2_40_1,atomic,0.6002016067504883,0.9284100532531738,0.6464833126771077,0.004737546685510176
baseline,0,80384,A02_bit_1,atomic,0.9258550405502319,0.7061629295349121,1.311106830768787,0.5246963474558052
baseline,0,80384,A03_and_bits_23_25,atomic,1.056268334388733,1.0169333219528198,1.0386800310165265,0.3720564355979412
baseline,0,80384,A04_not_bit_0,atomic,0.9822530150413513,0.6096037030220032,1.611297651524086,0.635170125407766
baseline,0,80384,A05_and_bits_5_25,atomic,0.6922485828399658,0.46372976899147034,1.4927844385405544,0.5852652847682415
baseline,0,80384,A06_and_bits_18_35,atomic,0.57704758644104,0.4567953944206238,1.2632517610464853,0.4950449955904672
baseline,0,80384,A07_and_bits_46_18,atomic,0.8912495970726013,0.6817338466644287,1.307327781115723,0.5116545863997265
baseline,0,80384,A08_not_bit_40,atomic,1.0385030508041382,0.7715068459510803,1.3460710766896313,0.5271232245337855
baseline,0,80384,A09_xor2_42_32,atomic,0.4508868157863617,0.7346071004867554,0.6137795503024507,0.0356140007602617
baseline,0,80384,A10_xor2_25_39,atomic,1.325858473777771,0.8392590284347534,1.5797964976903047,0.6469188197457261
baseline,0,80384,A11_xor2_14_34,atomic,0.527408242225647,0.7095159292221069,0.7433353086281502,0.15461887728223817
baseline,0,80384,C00_or_04_01,composite,0.9740614295005798,0.49954113364219666,1.949912357360175,0.770428838758975
baseline,0,80384,C01_or_09_02,composite,0.5892217755317688,0.3383617401123047,1.7413959844705271,0.6879029951857528
baseline,0,80384,C02_and_05_09,composite,0.3768194615840912,0.61214280128479,0.6155744391547066,0.043876854907296085
baseline,0,80384,C03_and_04_05,composite,0.38897576928138733,0.6413123607635498,0.606530909240022,0.06344250741669864
baseline,0,80384,C04_or_09_04,composite,1.05332612991333,0.4128325283527374,2.551461083053957,0.8526592322136907
baseline,0,80384,C05_or_04_07,composite,0.8565143942832947,0.7524799108505249,1.1382554961687175,0.4246276172466252
baseline,0,80384,C06_and_05_09,composite,0.4310956299304962,0.45747366547584534,0.9423397726755395,0.28972976681182566
baseline,0,80384,C07_and_09_00,composite,0.6154688000679016,0.7107869982719421,0.8658976621172827,0.23419847069938882
baseline,0,80384,K00_shortcut_for_10_bit39,shortcut,0.921209990978241,0.9471589922904968,0.9726033310938891,0.33052460085383134
baseline,0,80384,K01_shortcut_for_09_bit45,shortcut,1.0822012424468994,0.4989010989665985,2.1691698909590573,0.7816993753005207
baseline,0,80384,K02_shortcut_for_07_bit11,shortcut,0.882832944393158,0.7089132070541382,1.2453329062107494,0.47710697376958305
baseline,0,80384,K03_shortcut_for_07_bit23,shortcut,0.882623016834259,0.5638858079910278,1.5652513404748387,0.6201371051828751
baseline,0,80384,S00_surface_xor_12_45,surface_control,0.5311501622200012,0.7645046710968018,0.6947637892876289,0.09756528770076763
baseline,0,80384,S01_surface_xor_25_7,surface_control,1.1388468742370605,0.8967790007591248,1.2699303543813527,0.49416155643658666
baseline,0,80384,S02_surface_xor_35_38,surface_control,0.6611902117729187,0.7724840044975281,0.8559273822143958,0.2268339057855684
baseline,0,80384,S03_surface_xor_28_44,surface_control,0.5050015449523926,0.8289689421653748,0.6091923584406596,0.028760184911525127
baseline,0,80384,U00_xor2_35_7,unrelated,0.5204390287399292,0.6216996908187866,0.8371228688463188,0.21186533773004226
baseline,0,80384,U01_eq2_3_23,unrelated,1.2773255109786987,0.9065981507301331,1.4089213726595293,0.5739036938351041
baseline,0,80384,U02_and_bits_10_16,unrelated,0.7448850870132446,0.6059681177139282,1.2292479839074117,0.46544126164060695
baseline,0,80384,U03_xor2_36_26,unrelated,0.577000617980957,0.9386314749717712,0.6147254096691093,0.05708710983067005
baseline,0,100352,A00_not_bit_26,atomic,1.1517635583877563,0.760262131690979,1.5149558426966274,0.7465355376533696
baseline,0,100352,A01_xor2_40_1,atomic,0.612767219543457,0.8446712493896484,0.7254505465712388,0.08627912789288132
baseline,0,100352,A02_bit_1,atomic,1.2134822607040405,1.101180076599121,1.101983487070208,0.4220887614931878
baseline,0,100352,A03_and_bits_23_25,atomic,1.1186884641647339,1.2306042909622192,0.9090562030212924,0.3530318075688379
baseline,0,100352,A04_not_bit_0,atomic,0.6987525224685669,0.4717073440551758,1.4813263589666568,0.5839782261864069
baseline,0,100352,A05_and_bits_5_25,atomic,0.4559601843357086,0.4800061881542206,0.9499048045361113,0.3027587717212861
baseline,0,100352,A06_and_bits_18_35,atomic,0.6052810549736023,0.4463440477848053,1.3560863149766227,0.5415982288738149
baseline,0,100352,A07_and_bits_46_18,atomic,1.0249000787734985,0.9577059149742126,1.070161583788511,0.3839535541213115
baseline,0,100352,A08_not_bit_40,atomic,0.9876335263252258,0.8762491941452026,1.1271149039829402,0.41878401104566026
baseline,0,100352,A09_xor2_42_32,atomic,0.7891988158226013,0.800848126411438,0.9854537830511984,0.32313433681794246
baseline,0,100352,A10_xor2_25_39,atomic,1.0638877153396606,0.980318009853363,1.0852475468625868,0.37578676191512606
baseline,0,100352,A11_xor2_14_34,atomic,0.4933529496192932,0.9154720902442932,0.5389055055595451,-0.025929276523573852
baseline,0,100352,C00_or_04_01,composite,0.5938270688056946,0.6346340179443359,0.9357000287003899,0.28030197821960595
baseline,0,100352,C01_or_09_02,composite,0.9041275382041931,0.6868650913238525,1.3163102181540136,0.5217929492566823
baseline,0,100352,C02_and_05_09,composite,0.47216954827308655,0.6299930214881897,0.7494837754820888,0.14562663934813116
baseline,0,100352,C03_and_04_05,composite,0.4050150215625763,0.5969091653823853,0.6785203596303327,0.14466188228504648
baseline,0,100352,C04_or_09_04,composite,0.6402040123939514,0.720646858215332,0.888374111528795,0.24988341097292274
baseline,0,100352,C05_or_04_07,composite,1.0832051038742065,0.8563758134841919,1.2648712011913177,0.5070970778022875
baseline,0,100352,C06_and_05_09,composite,0.45557254552841187,0.837167501449585,0.5441832664777692,0.013177249974117436
baseline,0,100352,C07_and_09_00,composite,1.3295822143554688,1.3263686895370483,1.0024227990624082,0.38306373879352434
baseline,0,100352,K00_shortcut_for_10_bit39,shortcut,1.1880687475204468,0.886383056640625,1.3403558863386498,0.5246562341354096
baseline,0,100352,K01_shortcut_for_09_bit45,shortcut,0.5221322774887085,0.4170283377170563,1.2520306901583045,0.4806096213549694
baseline,0,100352,K02_shortcut_for_07_bit11,shortcut,1.6581404209136963,0.9350624084472656,1.7732938528299702,0.6996677491618363
baseline,0,100352,K03_shortcut_for_07_bit23,shortcut,0.43261057138442993,0.24744762480258942,1.7482914686605413,0.6860165370671276
baseline,0,100352,S00_surface_xor_12_45,surface_control,0.8496965765953064,0.7870287895202637,1.079625787402469,0.3876460297358337
baseline,0,100352,S01_surface_xor_25_7,surface_control,0.8820713758468628,1.2413979768753052,0.7105468127686128,0.11601621063415253
baseline,0,100352,S02_surface_xor_35_38,surface_control,0.7429772615432739,0.7992954850196838,0.9295401706467133,0.28396178364561736
baseline,0,100352,S03_surface_xor_28_44,surface_control,0.5827465653419495,0.8502892255783081,0.6853509932986862,0.08523621609815057
baseline,0,100352,U00_xor2_35_7,unrelated,0.3901229202747345,0.7173728346824646,0.5438217080618523,-0.02112759999890991
baseline,0,100352,U01_eq2_3_23,unrelated,1.7066376209259033,0.8873526453971863,1.923291297745639,0.7217767087534156
baseline,0,100352,U02_and_bits_10_16,unrelated,1.3220382928848267,0.5561215877532959,2.3772468503217428,0.8036627482800437
baseline,0,100352,U03_xor2_36_26,unrelated,0.7079819440841675,0.8479294180870056,0.8349538640616982,0.21571809428154676
baseline,1,0,A00_not_bit_26,atomic,0.1256060004234314,0.11189984530210495,1.1224859166087349,0.41908337494963793
baseline,1,0,A01_xor2_40_1,atomic,0.056204523891210556,0.10215670615434647,0.5501794841127915,-0.0010109935968166488
baseline,1,0,A02_bit_1,atomic,0.11628428101539612,0.07213687896728516,1.6119949002301621,0.6284893139974442
baseline,1,0,A03_and_bits_23_25,atomic,0.4814089834690094,0.0757351890206337,6.356476951968724,0.9761757623069606
baseline,1,0,A04_not_bit_0,atomic,0.12222433090209961,0.09338553249835968,1.3088144130134682,0.5174423956726396
baseline,1,0,A05_and_bits_5_25,atomic,0.5598556399345398,0.09690976142883301,5.777082016035095,0.9776485273307264
baseline,1,0,A06_and_bits_18_35,atomic,0.5066282749176025,0.09667044132947922,5.240777511148774,0.9770034693329612
baseline,1,0,A07_and_bits_46_18,atomic,0.49544668197631836,0.10800507664680481,4.587253649121763,0.9749857660558918
baseline,1,0,A08_not_bit_40,atomic,0.11800650507211685,0.09000658243894577,1.3110874990821164,0.5386587229825074
baseline,1,0,A09_xor2_42_32,atomic,0.05075692757964134,0.08560124039649963,0.5929461692838264,-0.013893892304366301
baseline,1,0,A10_xor2_25_39,atomic,0.07306654006242752,0.0729844868183136,1.001124255943829,0.32773054368065807
baseline,1,0,A11_xor2_14_34,atomic,0.039690542966127396,0.11153636127710342,0.35585294796522426,-0.1187189930622131
baseline,1,0,C00_or_04_01,composite,0.4372970163822174,0.07581096887588501,5.768255212413603,0.9757699239536759
baseline,1,0,C01_or_09_02,composite,0.3838733732700348,0.09132388979196548,4.203427757405969,0.9683161974875637
baseline,1,0,C02_and_05_09,composite,0.7751328945159912,0.06799070537090302,11.40057144981927,0.9912069695303772
baseline,1,0,C03_and_04_05,composite,0.726930558681488,0.08937440812587738,8.133542631684065,0.9898303483650014
baseline,1,0,C04_or_09_04,composite,0.5156357288360596,0.11264928430318832,4.577354681133008,0.9763741633148793
baseline,1,0,C05_or_04_07,composite,0.19619078934192657,0.09062977880239487,2.16474973162549,0.8164128191752692
baseline,1,0,C06_and_05_09,composite,0.7752792835235596,0.08368276059627533,9.264504158205343,0.9901896910654848
baseline,1,0,C07_and_09_00,composite,0.5911421179771423,0.07730317115783691,7.647061680852738,0.9848731980047255
baseline,1,0,K00_shortcut_for_10_bit39,shortcut,0.1538112759590149,0.10276897996664047,1.496670259911565,0.5381112365994222
baseline,1,0,K01_shortcut_for_09_bit45,shortcut,0.18539264798164368,0.11530456691980362,1.607851735039946,0.6236176188675934
baseline,1,0,K02_shortcut_for_07_bit11,shortcut,0.10265930742025375,0.12065018713474274,0.8508839468665924,0.2863969119506255
baseline,1,0,K03_shortcut_for_07_bit23,shortcut,0.09084964543581009,0.08854591101408005,1.0260174004007672,0.36151712489974175
baseline,1,0,S00_surface_xor_12_45,surface_control,0.09035924077033997,0.0745428055524826,1.2121792317772297,0.4860987080474379
baseline,1,0,S01_surface_xor_25_7,surface_control,0.06998733431100845,0.08169596642255783,0.8566804136712791,0.15908753913545606
baseline,1,0,S02_surface_xor_35_38,surface_control,0.06838639825582504,0.09815924614667892,0.6966882992656531,0.042976215475647124
baseline,1,0,S03_surface_xor_28_44,surface_control,0.11709709465503693,0.07555831968784332,1.5497577915609346,0.6457655874832442
baseline,1,0,U00_xor2_35_7,unrelated,0.039849963039159775,0.08153485506772995,0.48874757924777296,-0.08568891724132605
baseline,1,0,U01_eq2_3_23,unrelated,0.05529174953699112,0.08649926632642746,0.6392163989887973,0.06088133882621721
baseline,1,0,U02_and_bits_10_16,unrelated,0.43097156286239624,0.12852011620998383,3.35333934926495,0.9653745300362151
baseline,1,0,U03_xor2_36_26,unrelated,0.04924844950437546,0.10780683904886246,0.45682119927101494,-0.11413121394815091
baseline,1,20480,A00_not_bit_26,atomic,0.26877015829086304,0.23958513140678406,1.1218148501603167,0.4128596726305212
baseline,1,20480,A01_xor2_40_1,atomic,0.26117801666259766,0.2590220272541046,1.0083235755288475,0.21735424396136502
baseline,1,20480,A02_bit_1,atomic,0.5160337686538696,0.2664414942264557,1.9367620278144144,0.7671830405936461
baseline,1,20480,A03_and_bits_23_25,atomic,0.6720839142799377,0.2522236704826355,2.66463458005835,0.8749406264091687
baseline,1,20480,A04_not_bit_0,atomic,0.29382357001304626,0.21480968594551086,1.3678320356848825,0.5400325872440511
baseline,1,20480,A05_and_bits_5_25,atomic,0.35248997807502747,0.2802765965461731,1.257650415402059,0.5636328462380512
baseline,1,20480,A06_and_bits_18_35,atomic,0.25608229637145996,0.2944006323814392,0.8698428882408036,0.3107796107984219
baseline,1,20480,A07_and_bits_46_18,atomic,0.4446133077144623,0.1979210078716278,2.2464179648912936,0.7978151288155998
